id,district_id,name,name_si,name_ta,postcode,latitude,longitude,status
82,2,Kallanchiya,කලංචිය,NULL,50454,8.45,80.55,1
83,2,Kalpitiya,කල්පිටිය,NULL,61360,8.2333,79.7667,1
84,2,Kalukele Badanagala,කළුකැලේ බදනාගල,NULL,51037,7.9167,80.55,1
85,2,Kapugallawa,කපුගල්ලව,NULL,50370,8.4233,80.6783,1
86,2,Karagahawewa,කරගහවැව,NULL,50232,8.23416,80.322772,1
87,2,Kashyapapura,කාශ්‍යපපුර,NULL,51032,7.9167,80.55,1
88,2,Kebithigollewa,කැබිතිගොල්ලෑව,NULL,50500,8.5333,80.4833,1
89,2,Kekirawa,කැකිරාව,NULL,50100,8.037462,80.59801,1
90,2,Kendewa,කේන්දෑව,NULL,50452,8.4833,80.6,1
91,2,Kiralogama,කිරළෝගම,NULL,50259,8.19407,80.37012,1
92,2,Kirigalwewa,කිරිගල්වැව,NULL,50511,8.537767,80.556651,1
93,2,Kirimundalama,කිරිමුන්ඩලම,NULL,61362,8.2333,79.7667,1
94,2,Kitulhitiyawa,කිතුල්හිටියාව,NULL,50132,7.916592,80.63811,1
95,2,Kurundankulama,කුරුන්දන්කුලම,NULL,50062,8.2,80.45,1
96,2,Labunoruwa,ලබුනෝරුව,NULL,50088,8.168026,80.617001,1
97,2,Ihalagama,ඉහලගම,NULL,50304,8.35,80.5,1
98,2,Ipologama,ඉපොලොගම,NULL,50280,8.0833,80.4667,1
99,2,Madatugama,මාදතුගම,NULL,50130,7.940041,80.638217,1
100,2,Maha Elagamuwa,මහ ඇලගමුව,NULL,50126,7.991935,80.61824,1
101,2,Mahabulankulama,මහබුලංකුලම,NULL,50196,7.9753,80.5266,1
102,2,Mahailluppallama,මහඉලුප්පල්ලම,NULL,50270,8.106,80.3619,1
103,2,Mahakanadarawa,මහකනදරාව,NULL,50306,8.35,80.5,1
104,2,Mahapothana,මහපොතාන,NULL,50327,8.4167,80.6833,1
105,2,Mahasenpura,මහසෙන්පුර,NULL,50574,8.5595,80.5476,1
106,2,Mahawilachchiya,මහවිලච්චිය,NULL,50022,8.2814,80.4588,1
107,2,Mailagaswewa,මයිලගස්වැව,NULL,50384,8.4,80.6333,1
108,2,Malwanagama,මල්වනගම,NULL,50236,8.225,80.3333,1
109,2,Maneruwa,මනේරුව,NULL,50182,7.895997,80.475966,1
110,2,Maradankadawala,මරදන්කඩවල,NULL,50080,8.1333,80.4833,1
111,2,Maradankalla,මරදන්කල්ල,NULL,50308,8.317498,80.537899,1
112,2,Medawachchiya,මැදවච්චිය,NULL,50500,8.540822,80.495957,1
113,2,Megodawewa,මීගොඩවැව,NULL,50334,8.2333,80.7333,1
114,2,Mihintale,මිහින්තලේ,NULL,50300,8.35,80.5,1
115,2,Morakewa,මොරකෑව,NULL,50349,8.513051,80.778223,1
116,2,Mulkiriyawa,මුල්කිරියාව,NULL,50324,8.4167,80.6833,1
117,2,Muriyakadawala,මුරියකඩවල,NULL,50344,8.236464,80.654663,1
118,5,Colombo 15,කොළඹ 15,கொழும்பு 15,1500,6.959444,79.875278,1
119,2,Nachchaduwa,නච්චදූව,NULL,50046,8.2667,80.4667,1
120,2,Namalpura,නාමල්පුර,NULL,50339,8.2333,80.7333,1
121,2,Negampaha,නෑගම්පහ,NULL,50180,7.9872,80.4597,1
122,2,Nochchiyagama,නොච්චියාගම,NULL,50200,8.266802,80.20823,1
123,2,Nuwaragala,නුවරගල,NULL,51039,7.9167,80.55,1
124,2,Padavi Maithripura,පදවි මෛත්‍රීපුර,NULL,50572,8.5595,80.5476,1
125,2,Padavi Parakramapura,පදවි පරාක්‍රමපුර,NULL,50582,8.5595,80.5476,1
126,2,Padavi Sripura,පදවි ශ්‍රීපුර,NULL,50587,8.5595,80.5476,1
127,2,Padavi Sritissapura,පදවි ශ්‍රීතිස්සපුර,NULL,50588,8.5595,80.5476,1
128,2,Padaviya,පදවිය,NULL,50570,8.5595,80.5476,1
129,2,Padikaramaduwa,පඩිකරමඩුව,NULL,50338,8.2333,80.7333,1
130,2,Pahala Halmillewa,පහල හල්මිල්ලෑව,NULL,50206,8.21672,80.19116,1
131,2,Pahala Maragahawe,පහල මරගහවෙ,NULL,50220,8.0667,80.6833,1
132,2,Pahalagama,පහලගම,NULL,50244,8.186896,80.283767,1
133,2,Palugaswewa,පලුගස්වැව,NULL,50144,8.053538,80.71918,1
134,2,Pandukabayapura,පන්ඩුකාබයපුර,NULL,50448,8.4467,80.46731,1
135,2,Pandulagama,පන්ඩුලගම,NULL,50029,8.2814,80.4588,1
136,2,Parakumpura,පරාක්‍රමපුර,NULL,50326,8.4167,80.6833,1
137,2,Parangiyawadiya,පරංගියාවාඩිය,NULL,50354,8.491831,80.910014,1
138,2,Parasangahawewa,පරසන්ගහවැව,NULL,50055,8.4333,80.4333,1
139,2,Pelatiyawa,පැලටියාව,NULL,51033,7.9167,80.55,1
140,2,Pemaduwa,පෙමදූව,NULL,50020,8.2814,80.4588,1
141,2,Perimiyankulama,පෙරිමියන්කුලම,NULL,50004,8.270584,80.535827,1
142,2,Pihimbiyagolewa,පිහිඹියගොල්ලෑව,NULL,50512,8.5595,80.5476,1
143,2,Pubbogama,පුබ්බෝගම,NULL,50122,7.9167,80.6,1
144,2,Punewa,පූනෑව,NULL,50506,8.6167,80.4667,1
145,2,Rajanganaya,රාජාංගනය,NULL,50246,8.1708,80.2833,1
146,2,Rambewa,රම්බෑව්,NULL,50450,8.4333,80.5,1
147,2,Rampathwila,රම්පත්විල,NULL,50386,8.4,80.6333,1
148,2,Rathmalgahawewa,රත්මල්ගහවැව,NULL,50514,8.5595,80.5476,1
149,2,Saliyapura,සාලියපුර,NULL,50008,8.3389,80.4333,1
150,2,Seeppukulama,සීප්පුකුලම,NULL,50380,8.4,80.6333,1
151,2,Senapura,සේනාපුර,NULL,50284,8.0833,80.4667,1
152,2,Sivalakulama,සිවලකුලම,NULL,50068,8.25237,80.641743,1
153,2,Siyambalewa,සියඹලෑව,NULL,50184,7.95,80.5167,1
154,2,Sravasthipura,ස්‍රාවස්තිපුර,NULL,50042,8.2667,80.4333,1
155,2,Talawa,තලාව,NULL,50230,8.2167,80.35,1
156,2,Tambuttegama,තඹුත්තේගම,NULL,50240,8.15,80.3,1
157,2,Tammennawa,තම්මැන්නාව,NULL,50104,8.0333,80.6,1
158,2,Tantirimale,තන්තිරිමලේ,NULL,50016,8.4,80.3,1
159,2,Telhiriyawa,තෙල්හිරියාව,NULL,50242,8.15,80.3333,1
160,2,Tirappane,තිරප්පනේ,NULL,50072,8.2167,80.3833,1
161,2,Tittagonewa,තිත්තගෝනෑව,NULL,50558,8.7167,80.75,1
162,2,Udunuwara Colony,උඩුනුවර කොළණිය,NULL,50207,8.2417,80.1917,1
163,2,Upuldeniya,උපුල්දෙනිය,NULL,50382,8.4,80.6333,1
164,2,Uttimaduwa,උට්ටිමඩුව,NULL,50067,8.254989,80.55487,1
165,2,Vellamanal,වෙල්ලමනල්,NULL,31053,8.5167,81.1833,1
166,2,Viharapalugama,විහාරපාළුගම,NULL,50012,8.4,80.3,1
167,2,Wahalkada,වාහල්කඩ,NULL,50564,8.5667,80.6222,1
168,2,Wahamalgollewa,වහමල්ගොල්ලෑව,NULL,50492,8.479838,80.497451,1
169,2,Walagambahuwa,වලගම්බාහුව,NULL,50086,8.153134,80.499049,1
170,2,Walahaviddawewa,වලහාවිද්දෑව,NULL,50516,8.5595,80.5476,1
171,2,Welimuwapotana,වැලිමුවපතාන,NULL,50358,8.4333,80.8667,1
172,2,Welioya Project,වැලිඔය ව්‍යාපෘතිය,NULL,50586,8.5595,80.5476,1
173,3,Akkarasiyaya,අක්කරසියය,NULL,90166,6.7792,80.9208,1
174,3,Aluketiyawa,අලුකෙටියාව,NULL,90736,7.317155,81.127134,1
175,3,Aluttaramma,අළුත්තරම,NULL,90722,7.2167,81.0667,1
176,3,Ambadandegama,අඹදන්ඩෙගම,NULL,90108,6.81591,81.056492,1
177,3,Ambagasdowa,අඹගස්දූව,NULL,90300,6.928519,80.892126,1
178,3,Arawa,අරාව,NULL,90017,7.162769,81.07755,1
179,3,Arawakumbura,අරාවකුඹුර,NULL,90532,7.084925,81.198802,1
180,3,Arawatta,අරාවත්ත,NULL,90712,7.328715,81.036976,1
181,3,Atakiriya,අටකිරියාව,NULL,90542,7.0667,81.1056,1
182,3,Badulla,බදුල්ල,NULL,90000,6.995365,81.048438,1
183,3,Baduluoya,බදුලුඔය,NULL,90019,7.151852,81.023867,1
184,3,Ballaketuwa,බල්ලකැටුව,NULL,90092,6.862905,81.097249,1
185,3,Bambarapana,බඹරපාන,NULL,90322,7.1167,81.0375,1
186,3,Bandarawela,බණ්ඩාරවෙල,NULL,90100,6.828867,80.990898,1
187,3,Beramada,බෙරමඩ,NULL,90066,7.055713,80.987238,1
188,3,Bibilegama,බිබිලේගම,NULL,90502,6.887473,81.141268,1
189,3,Boragas,බොරගස්,NULL,90362,6.901625,80.840162,1
190,3,Boralanda,බොරලන්ද,NULL,90170,6.828637,80.881603,1
191,3,Bowela,බෝවෙල,NULL,90302,6.95,80.9333,1
192,3,Central Camp,මධ්‍යම කඳවුර,NULL,32050,7.3589,81.1759,1
193,3,Damanewela,දමනෙවෙල,NULL,32126,7.2125,81.0583,1
194,3,Dambana,දඹාන,NULL,90714,7.3583,81.1083,1
195,3,Dehiattakandiya,දෙහිඅත්තකන්ඩිය,NULL,32150,7.2125,81.0583,1
196,3,Demodara,දෙමෝදර,NULL,90080,6.899055,81.053273,1
197,3,Diganatenna,දිගනතැන්න,NULL,90132,6.8667,80.9667,1
198,3,Dikkapitiya,දික්කපිටිය,NULL,90214,6.7381,80.9669,1
199,3,Dimbulana,දිඹුලාන,NULL,90324,7.006897,80.948431,1
200,3,Divulapelessa,දිවුලපැලැස්ස,NULL,90726,7.2167,81.0667,1
201,3,Diyatalawa,දියතලාව,NULL,90150,6.8,80.9667,1
202,3,Dulgolla,දුල්ගොල්ල,NULL,90104,6.819618,81.012115,1
203,3,Ekiriyankumbura,ඇකිරියන්කුඹුර,NULL,91502,7.269736,81.226709,1
204,3,Ella,ඇල්ල,NULL,90090,6.874485,81.050937,1
205,3,Ettampitiya,ඇට්ටම්පිටිය,NULL,90140,6.9342,80.9853,1
206,3,Galauda,ගලඋඩ,NULL,90065,7.037347,80.981759,1
207,3,Galporuyaya,ගල්පොරුයාය,NULL,90752,7.4,81.05,1
208,3,Gawarawela,ගවරවෙල,NULL,90082,6.897394,81.069668,1
209,3,Girandurukotte,ගිරාඳුරුකෝට්ටෙ,NULL,90750,7.4,81.05,1
210,3,Godunna,ගොඩුන්න,NULL,90067,7.071959,80.975003,1
211,3,Gurutalawa,ගුරුතලාව,NULL,90208,6.8431,80.9228,1
212,3,Haldummulla,හල්දුම්මුල්ල,NULL,90180,6.77061,80.884385,1
213,3,Hali Ela,හාලි ඇල,NULL,90060,6.95,81.0333,1
214,3,Hangunnawa,හඟුන්නෑව,NULL,90224,6.948019,80.871427,1
215,3,Haputale,හපුතලේ,NULL,90160,6.7667,80.9667,1
216,3,Hebarawa,හබරාව,NULL,90724,7.2167,81.0667,1
217,3,Heeloya,හීලොය,NULL,90112,6.8212,80.9407,1
218,3,Helahalpe,හෙලහල්පේ,NULL,90122,6.8212,80.9407,1
219,3,Helapupula,හෙලපුපුළ,NULL,90094,6.8556,81.0722,1
220,3,Hopton,හෝප්ටන්,NULL,90524,6.9594,81.1552,1
221,3,Idalgashinna,ඉදල්ගස්ඉන්න,NULL,96167,6.7833,80.9,1
222,3,Kahataruppa,කහටරුප්ප,NULL,90052,7.023705,81.105188,1
223,3,Kalugahakandura,කළුගහකණ්ඳුර,NULL,90546,7.123675,81.094178,1
224,3,Kalupahana,කළුපහණ,NULL,90186,6.770298,80.854521,1
225,3,Kebillawela,කොබිල්ලවෙල,NULL,90102,6.816937,80.993072,1
226,3,Kendagolla,කන්දෙගොල්ල,NULL,90048,6.990765,81.110073,1
227,3,Keselpotha,කෙසෙල්පොත,NULL,90738,7.32819,81.083285,1
228,3,Ketawatta,කේතවත්ත,NULL,90016,7.103503,81.080813,1
229,3,Kiriwanagama,කිරිවනගම,NULL,90184,6.971183,80.91551,1
230,3,Koslanda,කොස්ලන්ද,NULL,90190,6.759935,81.027417,1
231,3,Kuruwitenna,කුරුවිතැන්න,NULL,90728,7.2167,81.0667,1
232,3,Kuttiyagolla,කුට්ටියාගොල්ල,NULL,90046,7.0167,81.0833,1
233,3,Landewela,ලන්දේවෙල,NULL,90068,7.002113,81.000496,1
234,3,Liyangahawela,ලියන්ගහවෙල,NULL,90106,6.817452,81.032456,1
235,3,Lunugala,ලුණුගල,NULL,90530,7.041299,81.199335,1
236,3,Lunuwatta,ලුණුවත්ත,NULL,90310,6.953933,80.917059,1
237,3,Madulsima,මඩොල්සිම,NULL,90535,7.045064,81.133375,1
238,3,Mahiyanganaya,මහියංගනය,NULL,90700,7.2444,81.1167,1
239,3,Makulella,මකුලැල්ල,NULL,90114,6.8212,80.9407,1
240,3,Malgoda,මල්ගොඩ,NULL,90754,7.4,81.05,1
241,3,Mapakadawewa,මාපාකඩවැව,NULL,90730,7.3,81.1167,1
242,3,Maspanna,මස්පන්න,NULL,90328,7.024427,80.942159,1
243,3,Maussagolla,මාඋස්සගොඩ,NULL,90582,6.898433,81.147817,1
244,3,Mawanagama,මාවනගම,NULL,32158,7.2125,81.0583,1
245,3,Medawela Udukinda,මැදවෙල උඩුකිඳ,NULL,90218,6.846,80.9279,1
246,3,Meegahakiula,මීගහකිවුල,NULL,90015,7.0833,80.9833,1
247,3,Metigahatenna,මැටිගහතැන්න,NULL,90540,6.9667,81.0833,1
248,3,Mirahawatta,මිරහවත්ත,NULL,90134,6.8817,80.9347,1
249,3,Miriyabedda,මිරියාබැද්ද,NULL,90504,6.9167,81.15,1
250,3,Nawamedagama,නවමැදගම,NULL,32120,7.2125,81.0583,1
251,3,Nelumgama,නෙළුම්ගම,NULL,90042,7,81.0917,1
252,3,Nikapotha,නිකපොතගම,NULL,90165,6.740622,80.97083,1
253,3,Nugatalawa,නුගතලාව,NULL,90216,6.9,80.8833,1
254,3,Ohiya,ඔහිය,NULL,90168,6.821352,80.841789,1
255,3,Pahalarathkinda,පහළරත්කිඳ,NULL,90756,7.4,81.05,1
256,3,Pallekiruwa,පල්ලේකිරුව,NULL,90534,7.007551,81.227033,1
257,3,Passara,පස්සර,NULL,90500,6.935017,81.151166,1
258,3,Pattiyagedara,පට්ටියගෙදර,NULL,90138,6.8742,80.9507,1
259,3,Pelagahatenna,පල්ලෙගහතැන්න,NULL,90522,6.9594,81.1552,1
260,3,Perawella,පේරවැල්ල,NULL,90222,6.943148,80.84264,1
261,3,Pitamaruwa,පිටමාරුව,NULL,90544,7.106546,81.135882,1
262,3,Pitapola,පිටපොළ,NULL,90171,6.803692,80.884474,1
263,3,Puhulpola,පුහුපොළ,NULL,90212,6.907145,80.931109,1
264,3,Rajagalatenna,රජගලතැන්න,NULL,32068,7.5458,81.125,1
265,3,Rathkarawwa,රත්කරව්ව,NULL,90164,6.8,80.9167,1
266,3,Ridimaliyadda,රිදීමල්දෙණිය,NULL,90704,7.2333,81.1,1
267,3,Silmiyapura,සිල්මියාපුර,NULL,90364,6.912388,80.843988,1
268,3,Sirimalgoda,සිරිමල්ගොඩ,NULL,90044,7.003857,81.073671,1
269,3,Siripura,සිරිපුර,NULL,32155,7.2125,81.0583,1
270,3,Sorabora Colony,සොරබොර කොලනිය,NULL,90718,7.3583,81.1083,1
271,3,Soragune,සොරගුනේ,NULL,90183,6.8333,80.8778,1
272,3,Soranathota,සොරණාතොට,NULL,90008,7.0167,81.05,1
273,3,Taldena,තල්දෙන,NULL,90014,7.0833,81.05,1
274,3,Timbirigaspitiya,තිඹිරිගස්පිටිය,NULL,90012,7.0333,81.05,1
275,3,Uduhawara,උඩුහාවර,NULL,90226,6.94706,80.85877,1
276,3,Uraniya,උරණිය,NULL,90702,7.237143,81.102818,1
277,3,Uva Karandagolla,ඌව කරඳගොල්ල,NULL,90091,6.8333,81.0667,1
278,3,Uva Mawelagama,ඌව මාවැල්ගම,NULL,90192,6.7333,81.0167,1
279,3,Uva Tenna,ඌව තැන්න,NULL,90188,6.8333,80.8778,1
280,3,Uva Tissapura,ඌව තිස්සපුර,NULL,90734,7.3,81.1167,1
281,3,Welimada,වැලිමඩ,NULL,90200,6.906059,80.913222,1
282,3,Weranketagoda,වෑරැන්කැටගොඩ,NULL,32062,7.5458,81.125,1
283,3,Wewatta,වෑවත්ත,NULL,90716,7.337729,81.201255,1
284,3,Wineethagama,විනීතගම,NULL,90034,7.029,80.937,1
285,3,Yalagamuwa,යාලගමුව,NULL,90329,7.047834,80.950541,1
286,3,Yalwela,යල්වෙල,NULL,90706,7.2667,81.15,1
287,4,Addalaichenai,අඩ්ඩාලච්චේන,NULL,32350,7.4833,81.75,1
288,4,Ampilanthurai,අම්පිලන්තුරෙයි,NULL,30162,7.8597,81.4411,1
289,4,Araipattai,NULL,NULL,30150,7.667705,81.725335,1
290,4,Ayithiyamalai,NULL,NULL,30362,7.670934,81.574798,1
291,4,Bakiella,NULL,NULL,30206,7.5083,81.7583,1
292,4,Batticaloa,මඩකලපුව,NULL,30000,7.7167,81.7,1
293,4,Cheddipalayam,චෙඩ්ඩිපලයම්,NULL,30194,7.575161,81.783189,1
294,4,Chenkaladi,චෙන්කලඩි,NULL,30350,7.7833,81.6,1
295,4,Eravur,එරාවූර්,NULL,30300,7.768518,81.619817,1
296,4,Kaluwanchikudi,කළුවංචිකුඩි,NULL,30200,7.5167,81.7833,1
297,4,Kaluwankemy,කළුවන්කෙමි,NULL,30372,7.8,81.5667,1
298,4,Kannankudah,කන්නන්කුඩා,NULL,30016,7.675505,81.674125,1
299,4,Karadiyanaru,කරදියනාරු,NULL,30354,7.689478,81.531117,1
300,4,Kathiraveli,කදිරවේලි,NULL,30456,8.243933,81.360298,1
301,4,Kattankudi,කාත්තන්කුඩි,NULL,30100,7.675,81.73,1
302,4,Kiran,කිරාන්,NULL,30394,7.866841,81.529737,1
303,4,Kirankulam,කිරාන්කුලම්,NULL,30159,7.615628,81.764245,1
304,4,Koddaikallar,කොඩ්ඩෙයිකල්ලාර්,NULL,30249,7.6389,81.6639,1
305,4,Kokkaddicholai,කොක්කඩිචෝලෙයි,NULL,30160,7.8597,81.4411,1
306,4,Kurukkalmadam,කුරුක්කල්මඩම්,NULL,30192,7.594069,81.77497,1
307,4,Mandur,මන්දූර්,NULL,30220,7.482114,81.762407,1
308,4,Miravodai,මිරවෝඞායි,NULL,30426,7.9,81.5167,1
309,4,Murakottanchanai,මුරකොට්ටන්චනෛ,NULL,30392,7.8667,81.5333,1
310,4,Navagirinagar,නවගිරිනගර්,NULL,30238,7.525,81.725,1
311,4,Navatkadu,නවත්කදු,NULL,30018,7.5833,81.7167,1
312,4,Oddamavadi,ඔට්ටමාවඩ්,NULL,30420,7.9167,81.5167,1
313,4,Palamunai,පාලමුන,NULL,32354,7.4833,81.75,1
314,4,Pankudavely,පාන්කුඩාවේලි,NULL,30352,7.75,81.5667,1
315,4,Periyaporativu,පෙරියපෝරතිවු,NULL,30230,7.536243,81.764557,1
316,4,Periyapullumalai,පෙරියපුල්ලුමලෙයි,NULL,30358,7.561255,81.47434,1
317,4,Pillaiyaradi,පිල්ලියරදී,NULL,30022,7.75,81.6333,1
318,4,Punanai,පූනානයි,NULL,30428,7.9667,81.3833,1
319,4,Thannamunai,තන්නමුනෛ,NULL,30024,7.76355,81.645852,1
320,4,Thettativu,තෙටිටතිවු,NULL,30196,7.5833,81.7833,1
321,4,Thikkodai,තික්කොඞයි,NULL,30236,7.525269,81.684177,1
322,4,Thirupalugamam,තිරුපලුගාමම්,NULL,30234,7.525,81.725,1
323,4,Unnichchai,උන්නිච්චේ,NULL,30364,7.6167,81.55,1
324,4,Vakaneri,NULL,NULL,30424,7.9167,81.4333,1
325,4,Vakarai,වාකරෙයි,NULL,30450,8.165968,81.415623,1
326,4,Valaichenai,වාලච්චේන,NULL,30400,7.7,81.6,1
327,4,Vantharumoolai,වන්තරුමූලෙයි,NULL,30376,7.807445,81.591476,1
328,4,Vellavely,NULL,NULL,30204,7.5,81.7333,1
329,5,Akarawita,අකරවිට,NULL,10732,6.95,80.1,1
330,5,Ambalangoda,අම්බලන්ගොඩ,NULL,80300,6.77533,79.96413,1
331,5,Athurugiriya,අතුරුගිරිය,NULL,10150,6.873072,79.997214,1
332,5,Avissawella,අවිස්සාවේල්ල,NULL,10700,6.955003,80.211692,1
333,5,Batawala,බටවැල,NULL,10513,6.877924,80.051592,1
334,5,Battaramulla,බත්තරමුල්ල,NULL,10120,6.900299,79.922136,1
335,5,Biyagama,බියගම,NULL,11650,6.9408,79.9889,1
336,5,Bope,බෝපෙ,NULL,10522,6.8333,80.1167,1
337,5,Boralesgamuwa,බොරලැස්ගමුව,NULL,10290,6.8425,79.9006,1
338,5,Colombo 8,කොළඹ 8,கொழும்பு 8,800,6.914722,79.877778,1
